Time(s), X, Y, Z,Gesture
1418235966.885,-328,944,-440,Draw
1418235967.210,-472,824,-392,Draw
1418235967.293,-440,864,-400,Draw
1418235967.459,-440,872,-392,Draw
1418235967.625,-416,864,-344,Draw
1418235967.713,-448,864,-360,Draw
1418235967.794,-432,872,-384,Draw
1418235967.876,-440,888,-392,Draw
1418235967.963,-432,880,-384,Draw
1418235968.125,-360,880,-448,Draw
1418235968.208,-336,864,-464,Draw
1418235968.291,-352,864,-416,Draw
1418235968.374,-480,856,-272,Draw
1418235968.457,-424,856,-392,Draw
1418235968.541,-296,888,-496,Draw
1418235968.628,-440,856,-456,Draw
1418235968.956,-304,840,-480,Draw
1418235969.039,-576,840,-400,Draw
1418235969.122,-536,824,-448,Draw
1418235969.205,-328,896,-472,Draw
1418235969.288,-216,880,-464,Draw
1418235969.454,-568,816,-376,Draw
1418235969.620,-376,880,-464,Draw
1418235969.704,-168,912,-488,Draw
1418235969.787,-224,896,-496,Draw
1418235969.870,-512,824,-416,Draw
1418235969.953,-640,816,-368,Draw
1418235970.036,-496,832,-432,Draw
1418235970.119,-232,864,-488,Draw
1418235970.202,-184,920,-504,Draw
1418235970.286,-384,864,-392,Draw
1418235970.368,-688,784,-360,Draw
1418235970.452,-592,792,-416,Draw
1418235970.535,-368,888,-520,Draw
1418235970.618,-144,928,-528,Draw
1418235970.701,-224,888,-408,Draw
1418235970.784,-664,824,-360,Draw
1418235970.867,-656,776,-400,Draw
1418235970.950,-392,888,-488,Draw
1418235971.033,-128,928,-456,Draw
1418235971.116,-176,928,-464,Draw
1418235971.199,-576,840,-368,Draw
1418235971.282,-664,768,-344,Draw
1418235971.366,-456,840,-480,Draw
1418235971.539,-312,904,-352,Draw
1418235971.615,-496,864,-384,Draw
1418235971.698,-456,784,-560,Draw
